timestamp,user_id,friend_id,friend_name
2017-08-01 00:06:47,F62712701E7AF6588B69A44235A6FC,06D188F4064E0D47BD760EEFEB7AAD,Geir
2017-08-01 00:31:05,DF5BB50FAD220C8D2A8FF9A0DBAA47,588C89FCADD0DBA0E722822513A267,Antim
2017-08-01 00:35:24,8473CCCE79294CB494D1B42E2B1BAA,EDBB3D240ADBCF6CF175B192630ABB,Σωτήριος
2017-08-01 01:20:47,CFFEC5978B0A4A05FA6DCEFB2C82CC,2BB0471CAA78ED0FCEE143E175F034,Mona
2017-08-01 01:21:39,0978C6F8C5093039165B5C571EACC8,45FE4C99C612BEEDE6A34B54C5369D,Laura
2017-08-01 01:21:58,FBA67EFA2766854B885F25C06CC2FA,92DEF3A48927B1B2B0295936679D1C,Rameshwor
2017-08-01 01:44:16,BE6B4CBB422BBF114FB109921F2B9F,7BCD287DF0EBF5CAA86458737777BD,Noë
2017-08-01 02:09:58,391A4416FC0ADE8FD604B2F1A9BCCE,96593EE816FB4CE2AEBA5B754CFA38,Λεωνίδας
2017-08-01 02:20:32,520EA69D3794B463EC553B79FDF850,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,A5C7951597609E2982344D66939AFF,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,C5F6178AF37CD86DF3B9D8CD811BAB,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,1B7EA1BAFAF72B4EA2AE1ACD8D775F,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,DF6A386FE701217C2A12292DB8D142,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,9BB953337ACF616EAEC93D46A45F20,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,349F293BA3435B7BC6AD35BF8396C6,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,C69E0349776A41A35F9929950CB2FD,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,651EA682AC26AA613FA8B143A4FB00,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,104CADE3535C93C8173036E682A9CD,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,08CD54CB5C552A6A4CBFFDD5D6B326,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,6633FC3F982FD0D699CAAF8C9C1094,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,C99ED11D330B4AEE9F50A083C86471,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,9AB43D430EF8C4443FB8698EFD5092,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,DDBA7653545B1BB68658838A22BAA5,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:20:32,D12E9E35AF8817E88F94F966B9C1F8,723515D5D083C9C15EC9A24AA624D7,Lina
2017-08-01 02:26:00,4E6296831B1C923435A3B21FDAC668,2BB0471CAA78ED0FCEE143E175F034,Mona
2017-08-01 02:28:27,CFFEC5978B0A4A05FA6DCEFB2C82CC,2BB0471CAA78ED0FCEE143E175F034,Mona
2017-08-01 02:45:54,8473CCCE79294CB494D1B42E2B1BAA,37C610ECB4E01970E7D9A4420F0EF9,Μεταγένης
2017-08-01 02:48:32,FC4ECBD02A6A7BF39A7BC6B5ED637B,663BBC69FD36118EAC6E8FA5F52058,Geir
2017-08-01 02:57:31,F6DC3043113C54DF6798EBA80C75B8,2BB0471CAA78ED0FCEE143E175F034,Mona
2017-08-01 03:00:42,CFFEC5978B0A4A05FA6DCEFB2C82CC,74C09338D7CA031859AE26A1586692,Toomas
2017-08-01 03:02:18,AC853CB79A70EAE650BC047BF576A5,74C09338D7CA031859AE26A1586692,Toomas
2017-08-01 03:02:19,E1789A9745D5C7A1FEDEDEF364ACE8,11E4E49ECB416ED3FCBF7933AB8911,Kate
2017-08-01 03:10:01,55A99ED11322E1F293FEE26F1B86F0,3F65093D88D493A3C4803BC6F35866,Liana
2017-08-01 03:10:01,CE56D96CD05481BB1672D0DED1A9B3,3F65093D88D493A3C4803BC6F35866,Liana
2017-08-01 03:10:01,F62712701E7AF6588B69A44235A6FC,3F65093D88D493A3C4803BC6F35866,Liana
2017-08-01 03:10:01,715A2F22FA106680476BA32E9E36C0,3F65093D88D493A3C4803BC6F35866,Liana
2017-08-01 03:18:51,A5C7951597609E2982344D66939AFF,3F1E1550CD86A82164D8F142238DC1,Ebru Yavuz
2017-08-01 03:31:19,8D76219590407EB8C3EC6985C58916,62A85F06C390100CFE13959C4036E0,유
2017-08-01 03:43:07,AC853CB79A70EAE650BC047BF576A5,F039A0F7A3245F7B2D7BD0942F3680,Sean
2017-08-01 03:51:05,CFFEC5978B0A4A05FA6DCEFB2C82CC,F039A0F7A3245F7B2D7BD0942F3680,Sean
2017-08-01 03:53:50,8473CCCE79294CB494D1B42E2B1BAA,4622EE6C32EF1FA6D8A3650BD23A66,Δράκων
2017-08-01 03:57:54,5C6BB600AB7A104903F3F0BFC30D36,1338EC4F360D128308C41EC93517CD,Flavia
2017-08-01 04:04:50,F353DAC4FA7DF2AF8ED85EC0D9BEBE,896B460DBC8B052F57A705B80CD5EB,Maria
